gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,72,Fiber optic,Month-to-month,72.4114633497453,5219.734321630962,No
Male,0,No,No,40,Fiber optic,Month-to-month,93.3157683597547,3719.0947702848907,No
Male,1,Yes,No,39,DSL,Two year,76.91081033347253,2995.042941067242,Yes
Female,0,No,No,43,Fiber optic,Month-to-month,119.56495393393267,5134.584584410585,No
Male,0,No,No,13,DSL,Month-to-month,47.65530715036951,586.2509898837654,Yes
Female,0,Yes,Yes,37,DSL,Month-to-month,74.82395970940141,2791.01390144978,No
Female,0,No,Yes,55,Fiber optic,Month-to-month,77.31252808153221,4225.712385519933,No
Male,0,Yes,No,32,No,Month-to-month,36.02936086419743,1155.2559053700854,Yes
Male,0,Yes,Yes,14,DSL,One year,51.09110909870654,731.5769561149793,Yes
Female,0,No,No,65,No,Month-to-month,38.99063165122856,2513.6391482200706,No
Female,1,Yes,Yes,27,DSL,Month-to-month,67.81987003602549,1824.2646395852905,No
Female,0,Yes,Yes,24,DSL,Month-to-month,55.964424055590385,1330.4271057171252,No
Male,0,Yes,Yes,22,Fiber optic,One year,84.04866649540831,1892.1830095828388,Yes
Female,0,Yes,No,45,DSL,Month-to-month,49.40950109897781,2246.3000328790963,No
Female,0,Yes,Yes,8,DSL,Month-to-month,67.2316930799834,556.8503401552925,No
Female,0,Yes,No,67,DSL,One year,75.83164010307527,5135.980295825095,No
Female,0,Yes,No,64,DSL,Month-to-month,70.19767878457375,4501.45411211116,No
Female,0,No,No,47,DSL,Month-to-month,73.3916615206617,3441.0091595100425,No
Male,0,No,Yes,21,Fiber optic,One year,109.06918838172686,2254.4572645524777,Yes
Female,0,Yes,No,32,Fiber optic,Month-to-month,118.95738332490097,3789.1480474350337,Yes
Female,0,No,Yes,45,No,Month-to-month,33.94512317065812,1531.512058493904,No
Female,0,Yes,No,44,Fiber optic,One year,80.51142592351368,3565.787400349506,No
Female,0,Yes,No,41,Fiber optic,One year,109.57992327372574,4476.429567738065,No
Male,0,Yes,Yes,52,Fiber optic,One year,86.10346804924004,4516.972091094153,No
Male,0,No,Yes,11,No,Month-to-month,39.89499656657145,400.35524044033775,No
Male,0,No,Yes,18,DSL,Month-to-month,55.06690480400586,981.8175915810463,Yes
Female,0,Yes,No,11,DSL,One year,,578.9240604666547,No
Female,0,Yes,Yes,27,Fiber optic,Month-to-month,81.96079927544558,2216.220871310849,No
Male,0,Yes,Yes,43,DSL,Month-to-month,66.3405860823348,2864.563333647524,No
Male,0,,Yes,65,No,One year,17.73052720968828,1155.697084549524,No
Male,0,No,Yes,54,Fiber optic,Month-to-month,117.6779940866486,6370.817379961707,Yes
Female,1,Yes,Yes,29,DSL,One year,51.772507145725484,1495.3045892334205,No
Female,1,No,No,21,Fiber optic,Month-to-month,84.77003055192361,1772.6558773611127,Yes
Male,0,Yes,No,29,DSL,Month-to-month,41.84264382828236,1192.8121753953776,No
Male,0,No,Yes,9,No,Two year,21.150437946839354,244.69677659818663,No
Male,0,No,No,61,No,Month-to-month,25.47448389190594,1551.9812149537483,No
Female,1,Yes,Yes,62,Fiber optic,One year,88.48031951121104,5496.667988930175,No
Female,1,No,Yes,71,DSL,Month-to-month,50.920796857448806,3610.093122950439,No
Female,0,No,Yes,5,DSL,Month-to-month,41.62975351356793,247.9459317711594,No
Male,0,Yes,Yes,15,Fiber optic,Month-to-month,85.02906868028212,1275.155779450858,No
Male,0,Yes,Yes,57,No,Month-to-month,34.458273456578,1972.308780953067,No
Female,0,No,No,5,DSL,Two year,57.55169141237885,265.9492372228097,No
Male,0,Yes,Yes,20,DSL,Two year,51.63101390394854,1076.6318937906476,No
Female,0,Yes,Yes,4,DSL,One year,52.19168536591831,214.19160060147794,No
Male,1,Yes,Yes,56,Fiber optic,Two year,97.72187882469504,5517.346793606772,No
Male,0,No,No,34,,One year,22.55731694347687,751.9301624436646,No
Male,0,No,No,40,DSL,Month-to-month,,2598.2258869267775,Yes
Male,1,No,No,69,DSL,Month-to-month,79.5781805490046,5477.715799533225,No
Female,1,Yes,No,68,Fiber optic,One year,72.05881988769028,4892.908060570955,Yes
Male,0,Yes,Yes,22,Fiber optic,Month-to-month,78.43683778486843,1742.3742239824062,Yes
Female,0,No,No,14,Fiber optic,Month-to-month,78.9553772644512,1054.1676469477293,Yes
Female,0,No,No,68,Fiber optic,Two year,92.35351589660075,6278.832370838799,No
Female,0,Yes,Yes,8,DSL,Month-to-month,41.65674848213498,313.7372219066379,No
Male,1,Yes,No,67,DSL,Month-to-month,59.10086310970067,3937.5565503931193,No
Female,1,Yes,No,46,No,Month-to-month,38.22311895191641,1769.9696781309533,No
Female,0,No,No,29,No,One year,15.289102217317549,450.8843653418878,No
Female,0,No,No,12,Fiber optic,Month-to-month,88.24694335925905,1080.540116506015,Yes
Male,0,No,Yes,52,Fiber optic,Month-to-month,108.04468860554823,5628.008397065069,Yes
Male,1,No,No,58,No,Month-to-month,18.862362508345377,1098.5106338405017,No
Female,0,Yes,No,2,Fiber optic,Month-to-month,73.87795012632711,133.79152340701674,Yes
Male,0,No,No,1,DSL,Month-to-month,,42.05915535598869,Yes
Female,0,No,No,55,Fiber optic,Two year,70.49754545247538,3892.3428577882178,No
Female,0,Yes,Yes,34,No,Month-to-month,35.04426227924289,1185.1090796722829,Yes
Male,0,No,No,64,Fiber optic,One year,73.34263767830494,4703.909219100467,No
Female,0,Yes,No,68,Fiber optic,One year,96.21771297101805,6542.691673362502,No
Male,1,No,Yes,12,Fiber optic,Month-to-month,107.00638551138636,1232.986638210284,Yes
Male,1,No,No,50,DSL,Month-to-month,49.680439549859095,2496.1094948246055,No
Female,0,No,No,21,DSL,Month-to-month,44.1416064769095,911.3268447286403,No
Male,0,No,No,10,No,One year,19.390569160463905,215.51064848803966,No
Male,0,Yes,No,70,Fiber optic,Month-to-month,112.73417859675043,7844.920704614651,No
Female,0,Yes,No,14,DSL,Month-to-month,68.23121166608095,1002.7134825016799,Yes
Female,0,Yes,Yes,40,No,Month-to-month,19.952451230377445,783.1982676043449,No
Male,1,No,No,30,Fiber optic,Month-to-month,105.80603985654972,3185.96104537331,Yes
Male,0,No,Yes,14,Fiber optic,Month-to-month,105.43090851043434,,Yes
Female,0,No,No,52,Fiber optic,Two year,119.88625490529802,6219.668731552572,No
Male,1,Yes,Yes,17,DSL,Month-to-month,55.6622409410365,963.3905299509328,No
Male,1,No,No,62,Fiber optic,Month-to-month,113.24267470713855,7015.995374137611,Yes
Male,0,No,No,22,No,One year,26.161067149320374,572.2292214071047,No
Male,0,No,No,53,DSL,Two year,75.91040894467866,4044.4882324400905,No
Male,0,Yes,No,32,Fiber optic,Month-to-month,74.58002495494746,2391.284114358721,No
Male,0,Yes,No,55,DSL,Month-to-month,47.01250520500977,2596.894255687315,Yes
Male,0,Yes,Yes,22,DSL,Month-to-month,73.9981745226676,1612.3419684100331,Yes
Female,0,No,No,38,DSL,Month-to-month,72.7720129642158,2782.000265077694,No
Female,1,No,Yes,50,No,Month-to-month,22.63584479642469,1134.5823523560568,No
Female,0,No,No,66,Fiber optic,Month-to-month,99.83991590667273,6600.194435899629,No
Female,0,Yes,No,45,Fiber optic,Month-to-month,89.1349861051018,4020.1685914759946,Yes
Female,0,Yes,Yes,8,Fiber optic,Two year,70.51586746517607,592.3657923119218,No
Male,0,No,Yes,65,DSL,Month-to-month,41.04416506268508,2680.491220188228,No
Male,1,No,No,40,DSL,Month-to-month,42.170254619263055,1657.811081906009,Yes
Male,0,No,Yes,5,DSL,Two year,63.76288617302315,303.9521899457578,No
Male,0,No,No,45,Fiber optic,One year,83.9613867652764,3783.920485271355,No
Female,0,Yes,Yes,46,Fiber optic,Month-to-month,77.19741491574453,3561.041453107063,No
Male,0,No,No,36,No,Month-to-month,38.52827771109719,1353.8957709356123,No
Male,0,No,Yes,17,Fiber optic,Two year,76.06593335406079,1268.3113135172425,No
Female,0,Yes,Yes,41,DSL,Month-to-month,66.9592686569951,2772.6691674361473,No
Male,0,Yes,No,30,Fiber optic,One year,114.70800914113293,3490.385397411787,Yes
Male,0,Yes,No,52,DSL,Two year,46.55318668953799,2379.409005844276,Yes
Female,0,Yes,Yes,20,No,Month-to-month,20.36824205571788,413.81944962100135,No
Male,1,No,Yes,36,DSL,One year,62.952541343038284,2267.488523109054,No
Male,1,Yes,Yes,66,DSL,Two year,60.337947455151905,4007.589732249126,No
Male,0,Yes,No,45,Fiber optic,One year,96.05137084431337,4334.7209318985915,No
Male,0,Yes,Yes,4,DSL,Month-to-month,62.187123760723544,269.4759784799827,Yes
Male,0,No,No,50,DSL,Two year,77.99611663844178,3842.78500723738,No
Female,0,Yes,Yes,55,Fiber optic,One year,72.6919020983475,3997.8762295133497,No
Female,0,No,No,59,DSL,One year,70.41794082779276,4132.004122684471,No
Female,1,Yes,Yes,42,DSL,One year,49.30025689626933,2048.596367393801,No
Female,1,Yes,Yes,2,DSL,Month-to-month,54.947106806895285,79.24303532468079,Yes
Female,0,Yes,No,46,Fiber optic,Month-to-month,74.4645561482532,3431.0790573133195,No
Female,0,Yes,No,2,DSL,Month-to-month,57.82507076614174,123.98597767743794,Yes
Male,1,Yes,No,50,DSL,Month-to-month,72.16877009100486,3624.212105712066,No
Female,0,Yes,Yes,1,Fiber optic,Month-to-month,74.93701692664774,64.86018875954386,Yes
Female,0,No,Yes,13,Fiber optic,Month-to-month,83.78017991101495,1123.745866868012,Yes
Male,0,No,Yes,70,Fiber optic,Month-to-month,88.65308543385126,6182.414741403522,No
Male,0,Yes,No,22,DSL,Two year,44.155968123505694,935.6169194082911,No
Female,0,Yes,Yes,17,DSL,One year,70.49267239907735,1203.84533318775,Yes
Male,0,No,Yes,59,Fiber optic,One year,109.34735141087128,6434.381158239555,No
Female,0,No,No,70,No,Month-to-month,35.897374944499205,2526.1111980658115,No
Male,0,Yes,Yes,3,Fiber optic,Month-to-month,99.19481024031592,281.1408696964204,No
Female,0,No,No,70,,Month-to-month,60.28955283417503,4205.795578852292,No
Male,0,No,No,49,DSL,One year,50.50209781884968,2458.098915845514,No
Male,0,No,No,50,No,One year,31.378949182263693,1550.6476404578077,No
Female,0,Yes,Yes,35,Fiber optic,Month-to-month,92.22817428277718,3227.937664799138,No
Female,1,Yes,No,23,DSL,One year,78.83105624309553,1819.093590457795,No
Female,0,Yes,Yes,72,DSL,One year,78.72717987897826,5650.011129459873,No
Female,0,No,No,7,No,One year,37.630128295439064,234.14474201173087,No
Female,1,No,Yes,50,DSL,Month-to-month,54.40356552057328,2732.645325001465,No
Male,0,,No,10,Fiber optic,Month-to-month,88.39862276770296,893.683857231049,Yes
Female,0,No,Yes,55,Fiber optic,Month-to-month,112.63365820218579,6212.717019970939,Yes
Female,0,No,No,19,DSL,Month-to-month,69.16539726965865,1288.0586323300843,Yes
Male,0,No,No,23,DSL,Month-to-month,68.17443879272176,1547.3420647279722,No
Male,0,No,No,64,DSL,Month-to-month,51.184440443364636,3296.38521463995,No
Female,1,No,No,33,No,Month-to-month,35.833715288861896,1204.9137840898022,Yes
Male,0,Yes,No,66,Fiber optic,Month-to-month,98.97102861314715,6521.860190341225,No
Male,0,No,No,9,Fiber optic,Month-to-month,92.34327871192866,807.2741780852049,Yes
Female,1,No,Yes,29,Fiber optic,Month-to-month,113.27110620540378,3267.3245007275273,Yes
Male,0,Yes,Yes,18,No,Month-to-month,24.85524409455285,423.2571328636292,Yes
Male,0,Yes,No,71,No,Month-to-month,,2245.666376035457,No
Female,0,No,Yes,29,Fiber optic,One year,93.29525910020695,2723.385027595847,No
Female,0,Yes,Yes,61,DSL,Two year,63.70951224684225,3888.312868556128,No
Male,0,No,Yes,5,Fiber optic,Month-to-month,72.02732358242393,343.19126838476086,Yes
Male,0,Yes,Yes,69,Fiber optic,Month-to-month,93.0557581588192,6398.818461087199,Yes
Female,0,Yes,Yes,56,Fiber optic,Two year,97.82456537483871,5462.785089353064,No
Male,0,Yes,Yes,52,Fiber optic,One year,94.63596673748029,4898.855040110611,Yes
Male,0,Yes,No,15,DSL,Month-to-month,73.89641490027276,1114.111532519939,No
Male,0,No,No,20,DSL,One year,52.444958991672664,1067.958437776424,No
Female,0,No,No,16,Fiber optic,Month-to-month,114.20382655022702,1847.1085858063243,Yes
Male,0,Yes,Yes,25,DSL,One year,56.13847879627562,1381.3536188199666,No
Male,0,Yes,Yes,57,Fiber optic,Two year,104.72633661303281,5954.457861874396,No
Female,1,Yes,Yes,21,No,Month-to-month,17.168068200182443,346.6996282537884,Yes
Male,0,Yes,Yes,5,Fiber optic,Two year,80.00770417844113,425.5162747539457,Yes
Male,0,No,No,9,No,Month-to-month,34.029150278531795,272.9074989643385,No
Female,0,Yes,Yes,11,Fiber optic,Month-to-month,70.61643427693203,776.7067550249161,Yes
Female,0,Yes,No,65,Fiber optic,Month-to-month,118.42638695735496,7675.843301016425,No
Female,0,Yes,Yes,63,Fiber optic,One year,79.53144505316075,5005.693457202597,No
Female,0,Yes,No,26,DSL,Month-to-month,76.05215944980492,1994.7023873706464,No
Male,1,Yes,Yes,19,Fiber optic,One year,95.79725141131429,1812.0695299988474,Yes
Male,0,Yes,Yes,16,DSL,One year,62.5830146758852,982.4946544973537,Yes
Female,0,No,No,56,No,Month-to-month,17.103294699275626,976.4755022817528,No
Female,0,No,No,68,DSL,Month-to-month,54.60875016629471,3716.6429087507668,No
Male,0,No,Yes,30,DSL,Month-to-month,46.24875443122006,1399.5198145589186,No
Female,0,Yes,No,7,Fiber optic,One year,96.29657471804714,680.6926309630576,No
Male,0,Yes,No,12,Fiber optic,Two year,97.53660728359748,1140.0697920014914,No
Female,1,Yes,Yes,24,DSL,Month-to-month,68.38667798337241,1673.9092564813332,No
Male,0,No,No,22,DSL,One year,75.13112631692734,1647.9119985183581,Yes
Female,0,No,No,47,Fiber optic,Month-to-month,93.40899081349303,4411.283818651072,Yes
Female,0,,Yes,30,Fiber optic,Month-to-month,81.66801850403033,,Yes
Male,0,Yes,No,60,DSL,Month-to-month,53.34286645766598,3214.7153132236253,No
Female,0,No,No,39,Fiber optic,One year,112.35449064694686,4407.095533809537,No
Male,0,No,No,20,DSL,Two year,45.83453940315046,938.7518269944246,No
Male,0,No,Yes,26,DSL,Two year,65.09024313354729,1694.9809298339483,No
Male,0,No,No,49,No,Month-to-month,15.327147096070254,742.5422673739622,No
Male,0,No,No,69,DSL,One year,49.82677313816971,3402.8388831336797,No
Male,0,Yes,No,42,DSL,Month-to-month,63.656339900058384,2642.6213904615374,No
Female,1,No,No,6,No,Month-to-month,26.41030100006677,186.37242688771659,Yes
Female,0,No,Yes,53,Fiber optic,Month-to-month,94.67747451216157,4997.311788013114,Yes
Male,0,No,No,34,DSL,Month-to-month,66.42248201838424,2278.469935198689,Yes
Female,1,Yes,No,69,Fiber optic,One year,81.72930122092838,5662.181029637578,No
Male,0,Yes,No,10,No,Month-to-month,22.02012350816256,231.58444488060616,No
Female,0,Yes,No,28,DSL,Two year,67.37832829711385,1896.373788081264,No
Female,0,Yes,No,3,Fiber optic,Month-to-month,96.91457037719346,261.60607487310574,Yes
Female,0,No,No,48,Fiber optic,Month-to-month,70.72934121294138,3361.2735701314077,Yes
Female,0,Yes,Yes,66,Fiber optic,Month-to-month,103.51638976427205,6815.61382293785,Yes
Male,0,Yes,No,35,Fiber optic,Month-to-month,101.0046020376139,3576.4815335545086,Yes
Male,0,No,No,52,Fiber optic,Two year,73.93037868991368,3878.7488879231933,No
Female,0,Yes,Yes,62,DSL,Month-to-month,69.90077979363944,4334.777931155251,No
Female,0,Yes,No,52,Fiber optic,Two year,96.10507294735353,5029.823149967111,No
Male,0,Yes,No,47,DSL,Month-to-month,48.18989135827839,2241.5507344206885,No
Female,0,No,No,54,Fiber optic,Month-to-month,,5281.026548878707,Yes
Male,0,Yes,Yes,28,Fiber optic,Month-to-month,99.77292570855016,2833.323105569508,Yes
Male,0,No,No,23,Fiber optic,Two year,116.00593645951186,2720.690998456277,No
Male,0,Yes,Yes,35,Fiber optic,Month-to-month,107.10722127755852,3768.0432011836856,No
Female,0,No,Yes,32,Fiber optic,Two year,85.09621772455996,2683.3432782727837,No
Male,0,Yes,Yes,2,DSL,Month-to-month,44.725318702567705,123.18912115359203,No
Female,0,Yes,No,16,Fiber optic,Month-to-month,112.65920360403905,1795.8517832370694,Yes
Male,0,Yes,No,16,Fiber optic,One year,112.30338439377229,1814.9185226170468,No
Female,0,Yes,Yes,51,No,Month-to-month,19.382750368098932,990.9980989895287,No
Female,1,Yes,No,67,Fiber optic,Month-to-month,73.10655925989433,4923.303093222689,Yes
Female,0,Yes,No,54,DSL,Two year,68.47458599264155,3698.79544261789,No
Male,0,Yes,Yes,20,DSL,Month-to-month,68.90327323345936,1446.2886990493582,No
Male,0,No,No,33,DSL,Month-to-month,47.08575014821516,1577.9582297645516,No
Female,0,Yes,Yes,8,Fiber optic,Month-to-month,103.41059297787277,795.8346335869891,Yes
Female,0,Yes,Yes,24,DSL,Month-to-month,51.15694978787715,1185.8067984562522,Yes
Female,0,No,No,53,No,Month-to-month,21.515425699220103,1098.669823478383,No
Male,0,No,No,64,No,Month-to-month,23.112948352258563,1494.102717934436,No
Male,1,Yes,Yes,58,DSL,One year,60.81585466067417,3551.3788359315013,No
Male,0,Yes,Yes,37,Fiber optic,Month-to-month,110.22269616643113,4012.9361546238324,No
Male,0,No,No,12,Fiber optic,One year,94.93218754448131,1169.7121588364926,No
Female,0,Yes,Yes,4,DSL,Month-to-month,51.92170782496298,216.44763512920707,Yes
Female,1,No,Yes,31,Fiber optic,Month-to-month,114.19871493559246,3580.5919080786903,No
Male,0,Yes,Yes,38,Fiber optic,Month-to-month,72.75449787211824,2740.4701008885236,No
Male,0,No,No,37,DSL,One year,71.88365935592321,2666.961905902829,No
Female,1,Yes,No,14,Fiber optic,One year,109.21908789609279,1536.1433658059152,Yes
Male,0,No,No,24,No,Month-to-month,21.338670253858577,492.7861509037096,No
Male,0,Yes,Yes,10,DSL,Month-to-month,47.93180730081119,447.5923178343813,No
Male,0,,No,38,Fiber optic,One year,113.73502807477986,4345.214876950729,No
Male,0,Yes,No,43,DSL,Two year,62.354851742412976,2686.986805918841,No
Male,0,,No,37,No,One year,16.150283940785364,607.4090861860251,No
Male,0,No,No,42,No,Month-to-month,37.27081291167857,1599.4425413299823,Yes
Female,0,Yes,No,32,DSL,One year,53.96023937422695,1725.734766255749,No
Male,0,No,No,14,No,One year,23.553913845250662,337.62685208008804,No
Male,0,Yes,Yes,4,DSL,Month-to-month,65.73151748639494,271.73651788463087,No
Female,0,No,No,24,DSL,Month-to-month,66.45243771194303,1604.33385000454,Yes
Female,0,Yes,No,10,Fiber optic,Month-to-month,87.66580604142074,841.4386140526397,Yes
Female,0,No,No,16,DSL,Month-to-month,45.73115711587523,731.2005680845843,Yes
Male,0,No,No,39,Fiber optic,Two year,97.61348816848363,3835.886006923722,No
Female,0,Yes,No,18,Fiber optic,Two year,101.258958233762,1819.4611418953084,No
Male,0,No,No,25,DSL,Month-to-month,74.40889460235894,1848.4056990737017,Yes
Male,0,No,Yes,7,DSL,Month-to-month,59.377599494602634,439.85619161450904,Yes
Male,0,Yes,Yes,56,Fiber optic,One year,102.28480397841109,5728.291248963072,No
Female,1,No,No,47,DSL,Month-to-month,,1966.5476982350176,No
Female,0,Yes,Yes,3,DSL,Month-to-month,75.78091600824648,205.8081045942164,Yes
Female,0,No,No,1,DSL,Month-to-month,53.088632528268086,51.74223282484118,No
Female,0,Yes,No,33,Fiber optic,Month-to-month,101.61105621711559,3336.6257480024415,Yes
Female,0,Yes,No,71,No,Month-to-month,37.90129078283104,2713.528602064351,No
Male,0,Yes,Yes,59,DSL,One year,72.42103137458747,4253.81871029032,No
Male,0,No,No,72,DSL,Month-to-month,65.50815429911462,4723.544279872918,No
Male,1,No,No,32,Fiber optic,Two year,105.18039140350426,3376.2688505981114,No
Male,0,No,No,17,No,Two year,38.0226278991244,662.2077474872298,Yes
Female,0,Yes,No,17,DSL,One year,72.4837272058718,1271.46597577129,No
Female,0,Yes,Yes,21,No,Month-to-month,30.246476513428924,601.3616581112306,Yes
Male,0,No,No,55,Fiber optic,Month-to-month,102.93513531048131,5676.629973726578,No
Female,1,No,No,6,No,One year,18.6817106041303,127.66481645156736,No
Female,0,Yes,No,49,DSL,Two year,58.806707190823985,2854.3689063985466,No
Male,0,Yes,Yes,26,No,Month-to-month,22.52494119209166,592.1637813419993,No
Male,0,Yes,Yes,32,Fiber optic,Month-to-month,91.59853172499581,,No
Female,0,Yes,Yes,72,No,Month-to-month,31.556171838268906,2307.0935325415385,No
Female,0,No,No,44,Fiber optic,Month-to-month,77.45755468008778,3393.919902034662,No
Male,0,Yes,No,59,Fiber optic,Month-to-month,70.86879818306285,4175.878593455848,No
Male,0,No,No,29,Fiber optic,Two year,89.84622016163648,2596.0311281874237,No
Male,0,Yes,No,17,Fiber optic,Month-to-month,86.10921572440286,1442.9028237067469,Yes
Female,0,Yes,Yes,18,Fiber optic,Month-to-month,91.02160298508537,1599.6535538807523,Yes
Male,0,No,Yes,40,Fiber optic,Two year,116.56104601844903,4641.6229435566775,No
Male,0,No,No,63,Fiber optic,Month-to-month,105.35420506074217,6640.911503254972,No
Female,0,Yes,Yes,45,No,Two year,,1050.4508031078426,No
Female,0,No,No,3,DSL,Month-to-month,47.171152889468125,161.82272464519,No
Female,0,Yes,Yes,3,Fiber optic,Two year,100.92391471284682,329.01750414220504,Yes
Female,0,No,No,38,No,Month-to-month,31.43940628773758,1204.713608212618,Yes
Female,0,Yes,No,40,Fiber optic,Two year,94.18113419389175,3787.161455448481,No
Male,1,No,No,68,Fiber optic,Month-to-month,,5496.487921013263,No
Male,0,Yes,Yes,54,No,Month-to-month,15.71388152091326,821.0179255460678,No
Female,0,Yes,Yes,20,Fiber optic,Month-to-month,83.28303487336362,1675.1952347217257,No
Female,0,No,Yes,15,Fiber optic,Month-to-month,92.8585249645092,1393.174689729906,Yes
Female,0,No,No,5,No,Month-to-month,34.698357161062304,159.37103206845316,No
Female,0,Yes,Yes,39,No,Two year,36.3438457211293,1417.714874371555,No
Female,1,Yes,Yes,40,Fiber optic,Month-to-month,90.64672798334821,3634.8007477446176,No
Male,0,Yes,Yes,7,DSL,One year,71.84496218734111,497.8685836470476,Yes
Male,1,No,No,72,DSL,Month-to-month,79.73411294204612,5765.650966531092,No
Male,0,No,No,33,Fiber optic,Two year,105.83051874261147,3500.9367210491964,Yes
Male,0,No,No,37,Fiber optic,Month-to-month,106.42995158007034,,Yes
Female,0,Yes,Yes,32,DSL,Two year,76.38146006199324,2475.618914174614,Yes
Male,0,No,Yes,43,DSL,Month-to-month,53.5257651366764,2291.71353713229,No
Female,0,Yes,No,63,DSL,Month-to-month,40.44821572229885,2537.1198367843413,No
Female,1,Yes,No,36,Fiber optic,Month-to-month,119.34886358378495,4325.478336202343,Yes
Female,1,No,No,49,No,One year,27.2617019417756,,Yes
Male,1,No,No,25,No,One year,34.641939829058174,863.5909225540423,No
Female,0,No,No,66,DSL,One year,72.49964550437183,4772.791887545052,No
Male,0,No,Yes,9,DSL,Month-to-month,55.90066708320116,478.33745167234025,Yes
Male,0,No,No,18,Fiber optic,One year,97.06365233611591,1759.594001946477,Yes
Female,0,No,No,22,DSL,Two year,61.59662104250711,1348.4370430046654,No
Female,0,Yes,Yes,15,Fiber optic,Month-to-month,81.01080046721252,1191.975695160067,No
Female,0,Yes,Yes,7,DSL,Month-to-month,44.70555735577174,336.0686036821714,Yes
Male,0,No,No,13,DSL,One year,61.74289219770502,769.5458259927105,No
Female,0,No,No,36,Fiber optic,Month-to-month,76.00716134257311,2732.563964279246,No
Male,0,Yes,No,16,DSL,One year,53.84354895438052,883.7548879592438,Yes
Female,0,Yes,Yes,41,DSL,Month-to-month,47.44333326563754,,No
Female,0,Yes,Yes,21,Fiber optic,Two year,105.34580541413891,2222.9500638499394,Yes
Male,0,Yes,No,28,DSL,Two year,,2074.6479744782823,No
Male,0,No,Yes,17,Fiber optic,One year,98.895730492609,1685.2410280841243,Yes
Male,0,Yes,Yes,65,DSL,Month-to-month,56.4062322868639,3675.2959513370297,No
Male,0,No,No,13,Fiber optic,Month-to-month,119.83213204106555,1546.771619735929,Yes
Male,0,Yes,Yes,36,No,Two year,15.53022838116348,,No
Male,0,Yes,Yes,58,Fiber optic,One year,85.21705421019614,4905.64546353671,No
Female,0,,No,20,Fiber optic,One year,83.93365763235002,1634.8380642736954,No
Female,0,No,No,52,No,Month-to-month,23.90508995144799,1227.009570731827,No
Male,0,No,No,6,DSL,Month-to-month,49.22382964634011,312.6706157665683,Yes
Female,0,No,No,23,DSL,Month-to-month,50.57051341725824,1184.6274829894166,No
Male,0,Yes,Yes,42,DSL,Month-to-month,50.30708439669309,2080.9174899046316,Yes
Female,0,Yes,No,24,Fiber optic,One year,95.28720253762152,2323.5897928336917,Yes
Female,0,Yes,Yes,5,Fiber optic,One year,89.55276385172155,450.0134695217167,No
Male,0,Yes,No,32,DSL,Month-to-month,65.57120407939634,2059.565224182857,No
Male,0,No,No,46,No,One year,27.860028996692137,1289.150668988516,No
Male,0,No,No,17,DSL,Two year,47.33687409478922,836.5329817794207,No
Female,0,No,No,27,No,One year,35.251124473362694,939.6614893933701,No
Male,0,Yes,No,68,No,Month-to-month,26.80487995851393,1847.158928762997,No
Female,0,Yes,Yes,23,No,Month-to-month,18.83078794764957,469.167366285754,Yes
Male,1,Yes,No,34,Fiber optic,Two year,78.34399214643311,2664.7085035845444,Yes
Female,0,Yes,No,21,DSL,Month-to-month,71.87873641915823,1490.8233932261246,No
Female,0,No,Yes,22,Fiber optic,Two year,105.14965921115501,2342.5510910002386,No
Male,0,No,No,65,DSL,One year,60.26111810159044,3946.1427357959024,No
Female,0,Yes,No,32,No,Two year,22.65203774380831,693.4056783202166,No
Female,0,Yes,No,62,DSL,Two year,58.42088147188304,3619.5509236148196,No
Male,0,No,No,28,DSL,One year,65.45934148552173,1850.8821235416983,Yes
Female,0,No,No,7,No,Month-to-month,36.982057935737856,278.2784910007901,Yes
Male,1,No,No,54,DSL,Month-to-month,62.234714707149145,3353.444739565971,No
Male,0,Yes,No,70,DSL,Month-to-month,51.06941179095001,3550.8931475117834,No
Male,0,Yes,No,14,Fiber optic,Month-to-month,72.13699573467393,1049.1848999480073,Yes
Male,1,No,Yes,55,Fiber optic,Month-to-month,78.77275279583704,4334.735722926554,No
Female,0,No,No,58,Fiber optic,Month-to-month,102.50888103312315,5941.049031705405,No
Female,0,Yes,Yes,44,Fiber optic,Month-to-month,78.02184834120789,3418.2554636103946,Yes
Female,0,No,No,46,No,Month-to-month,27.038488828586274,1238.7326172714259,No
Male,0,No,Yes,14,DSL,Two year,67.95820061905542,912.0487932196363,No
Female,0,Yes,No,44,Fiber optic,One year,85.41124507015553,3783.0696166039397,No
Female,1,Yes,No,41,Fiber optic,Two year,103.45529449036431,4234.895287253251,No
Male,0,Yes,No,2,Fiber optic,Month-to-month,99.05360308239094,145.58944526297446,Yes
Male,0,Yes,No,5,Fiber optic,Month-to-month,91.94695534641977,435.11373749458977,Yes
Female,1,No,No,12,DSL,Month-to-month,75.88981915537045,934.6169643651006,No
Male,0,Yes,Yes,47,DSL,Month-to-month,67.68235561709776,3177.5143755498075,No
Male,0,No,No,35,DSL,One year,54.42388132610301,1885.116198640334,No
Male,0,No,No,19,DSL,Month-to-month,72.17058134102166,1374.5508283686581,Yes
Male,1,Yes,Yes,63,DSL,Month-to-month,69.52408856678687,4372.550091765311,No
Female,0,Yes,Yes,8,Fiber optic,One year,109.58419827540823,879.4355115973584,Yes
Male,0,No,No,23,DSL,One year,65.63823932163977,1517.6689584312683,No
